"geneNames.as.numeric.rownames.res1..1.l1...","res1.adj.P.Val.1.l1."
"MRPL36",0.00113538577172141
"GPKOW",0.00113538577172141
"FERMT1",0.00113545324745889
"CLSPN",0.00113545324745889
"FER1L4",0.00115105024642055
"SNORA75",0.00116301291086964
"USP32P2",0.00116301291086964
"SFRP2",0.00116301291086964
"PFN1P2",0.00116301291086964
"GTF2H2C_2",0.00116301291086964
"GTF2H2C_2",0.00116301291086964
"GTF2H2C_2",0.00116745578010708
"SPARCL1",0.0011923745886666
"SMOX",0.0011925112124153
"REC8",0.00119781498812662
"control",0.00119781498812662
"RNF213",0.00119927194050116
"GTF2H2C_2",0.00119927194050116
"TACC1",0.00119927194050116
"TMEM108",0.00119927194050116
"POLE4",0.00119927194050116
"chr8:8753323-8753436",0.00120308885370616
"DSTYK",0.00122221403277246
"chr10:45684238-45684344",0.00122221403277246
"PTGR1",0.00123407197722086
"ITGB3",0.00123807012522756
"DNAH11",0.00124924778143408
"MIR218-1",0.00125687912673548
"GM2A",0.0012684064966267
"ARFGAP3",0.0012684064966267
"ALDH4A1",0.0012684064966267
"GRHPR",0.0012721436081062
"FAM19A4",0.0012721436081062
"chr6:22085773-22086105",0.00127231815226757
"TAF1C",0.00127231889220685
"ADAMTS17",0.00128502198256598
"HECW1",0.00130407371252362
"SCARNA17",0.00131390595678997
"LOC728392",0.00131769002075065
"RASSF2",0.00131769002075065
"ARMCX1",0.00133002635577762
"ZNF737",0.0013367206471804
"H1F0",0.00134684619010894
"ST8SIA5",0.00135722302473541
"ZYX",0.00136096727388013
"NMNAT3",0.0013627139338735
"HOXB2",0.0013627139338735
"TMEM246",0.00136617707979078
"chr13:102431232-102431395",0.00136617707979078
"TMEM71",0.00137322429461118
"DIRC2",0.00137478767806972
"FGFRL1",0.00138389087327591
"FAM65B",0.00139146590616001
"SFXN3",0.00139146590616001
"FZD7",0.00140021206391437
"chr12:112019179-112019618",0.00140021206391437
"FRMD4A",0.00142996069403237
"chr7:68590257-68590363",0.00143011159834539
"CD2AP",0.00143091301241362
"DLX5",0.00144822657690336
"chr3:155155323-155155605",0.00145038632389823
"THSD7A",0.0014522105972006
"ISYNA1",0.0014522105972006
"MPC1",0.00146218783381683
"C12orf29",0.00146548563595675
"SERINC2",0.00149460369715818
"PITPNC1",0.00149460369715818
"RND3",0.00149550326907415
"WNK1",0.00149649901017182
"CEMIP",0.00150180512540878
"EFHD1",0.00151824330746825
"KCNQ4",0.00152132624584629
"HOMER3",0.00152282324145888
"ELL2",0.001531294418931
"GTF2H2C_2",0.00153302465068392
"COL4A1",0.00154968113942361
"HIST2H2AC",0.00155365353123855
"SKIV2L2",0.00155365353123855
"MAP3K5",0.00155365353123855
"OLIG1",0.00156710233381875
"PAQR3",0.00157096257089474
"GAS2L1",0.00157754845299303
"THBS4",0.00157754845299303
"IFIT2",0.00157795756560034
"AFF4",0.00157806054160292
"JARID2",0.00158237289640337
"OLIG2",0.00159332936176483
"MDFI",0.00159332936176483
"EIF3F",0.00160035695571377
"chr8:104677523-104677621",0.001609697175445
"SOD2",0.00161006254042098
"KLF3-AS1",0.00161006254042098
"CPSF4",0.00161739680984452
"BAZ1B",0.00163073594402239
"LDOC1L",0.00167244656271524
"CTTNBP2",0.00167462927143954
"PLEKHO1",0.00167462927143954
"MIRLET7BHG",0.0016815050771937
"LCTL",0.00168402503902491
"chr5:105889151-105889219",0.00168402503902491
"chr2:230759062-230759140",0.00168402503902491
"ARHGEF6",0.0016978631861147
"SFXN5",0.0017103048080691
"MLLT10",0.0017103048080691
"ZNF626",0.0017103048080691
"ATG4C",0.00171145467460375
"CAMK1D",0.00172088958641962
"GNPDA1",0.00173154897448944
"PDE1C",0.00173450162625907
"PPP2R5A",0.00173450162625907
"TNK2",0.00174058576368251
"MIR99AHG",0.00174880839208402
"FAM181A",0.00175929940387187
"EVA1A",0.00179083677388186
"KAT2A",0.00179786008134873
"OR7E37P",0.00180143427876192
"chr10:15041687-15041953",0.00180810056752918
"ADGRB2",0.00181655232711845
"CDRT1",0.0018182074559822
"IL17RD",0.00181969895021154
"control",0.0018487543438902
"MAP3K4",0.00185982585367802
"EEPD1",0.00187085428933763
"LOC613266",0.00187427999143262
"NRDC",0.00187653662521318
"SNRK",0.00188102426712414
"PPARGC1A",0.00188102426712414
"PRKG1",0.00188216985674971
"TTC6",0.00188657007814556
"BAALC",0.00190461295161209
"COMMD3-BMI1",0.00191055806329235
"GNG5",0.00191297272893739
"KLF9",0.00191644974296867
"chr3:125164905-125165005",0.00193576530365134
"PPP1R14C",0.00193587254040001
"SAT2",0.0019364250498413
"SEC23IP",0.00194093355356657
"TMX4",0.00194735662836813
"HDHD3",0.00195572150874432
"FAM193B",0.0019820716151178
"SLC30A10",0.0019820716151178
"chr8:32869934-32870002",0.00198929150867613
"HDAC4",0.00199876833877416
"TRPM3",0.00199901987512732
"FLJ36840",0.00200734147826317
"IFFO2",0.00201086584154266
"NCR3LG1",0.00201697851605765
"BLVRA",0.00201992404365966
"MYOF",0.00204568320848885
"UBAP2L",0.00205402710063907
"ROCK2",0.0020594923368877
"C17orf62",0.00206449821525829
"DGKK",0.00206507769610278
"SCARB1",0.00210130145864396
"RPS4X",0.0021236214764234
"LRRN2",0.00212431144224976
"AP2M1",0.00215119827034649
"CDC14A",0.00217642187762437
"RAD54L",0.00220442189843577
"BC024651",0.00220442189843577
"PC",0.00220627409358607
"GAS7",0.00220627409358607
"chr11:125147448-125147552",0.00220627409358607
"RGS11",0.00221369409871799
"MBNL1",0.00225984589967049
"chr2:75855084-75855294",0.00229260079224642
"BTBD11",0.00229526965551497
"ATOH8",0.00230642198902174
"NOX4",0.00231111113689375
"chr11:100805005-100805109",0.00231393871288888
"DNM1P46",0.00231393871288888
"CNN3",0.00231898435927749
"FUT8",0.00234436515379815
"IGDCC3",0.00234436515379815
"EPAS1",0.00234475504254404
"GMPR",0.00236544076116733
"chr4:184596757-184596868",0.00236808000021431
"DTHD1",0.00236808000021431
"chr5:112114060-112114164",0.00237628092218402
"SNORD113-3",0.00237705208864413
"TGFB1",0.00237705208864413
"FAAH2",0.00238360396482387
"ALDH7A1",0.00238880938191586
"C17orf75",0.00240657707462362
"AK097045",0.00240657707462362
"ERC1",0.00242095091195652
"POTEB3",0.0024626784188865
"B4GALT2",0.00246559149446624
"HIST1H3D",0.00247349450259165
"CTNNA3",0.00248607020320855
"CDKL2",0.002492774325775
"HSPA4L",0.002492774325775
"MYBL1",0.00253923255539682
"EPHA4",0.00254259611474818
"RLN2",0.00254664582004352
"control",0.00254974948767866
"chr4:121731624-121731724",0.00255913186010317
"AAED1",0.00255992739096617
"chr10:62444041-62445165",0.00256075581587532
"ATL3",0.00256529736968167
"ZYG11A",0.0025788592610558
"SHTN1",0.00259503632983714
"PDP1",0.00259768987087764
"GOLM1",0.00260214728665561
"PLAC8L1",0.00262023761112868
"ERBB3",0.00262023761112868
"LSM6",0.00262609839023116
"PRSS12",0.00262609839023116
"CDK5RAP2",0.00262609839023116
"SNORD113-4",0.00264477889625358
"JAZF1",0.00264556285345185
"chr1:37669211-37669317",0.00264752853426538
"MARCH1",0.00264752853426538
"DDX60",0.00266959420171878
"RASA4B",0.00268386104764118
"chr10:102018328-102018431",0.00268436515394184
"ACTA2",0.00269265444239655
"TGIF1",0.00269265444239655
"control",0.00272138403447724
"EFEMP2",0.00272138403447724
"CNST",0.00272138403447724
"CHRDL1",0.00272783157302541
"FAM35DP",0.00273468451958798
"chr18:19508944-19509055",0.00273962168525947
"chr11:85864269-85864373",0.00275031855801729
"KLHL26",0.00277684218891843
"MIR127",0.00281305352540471
"COL4A5",0.00282570844710863
"ODF2",0.00282570844710863
"OR7E37P",0.00283642562009995
"chr2:214477292-214477391",0.00284076471423867
"TEX29",0.00285982714227441
"HOXB5",0.00285982714227441
"B3GAT2",0.00285982714227441
"FAM20B",0.00288477899458469
"ZNF804A",0.0028850967442212
"RAB38",0.0028850967442212
"EFCAB14",0.00289800960691031
"PRKX",0.00290175710598158
"CAMK2N1",0.00295238565646858
"SLC29A4",0.00296770683703913
"KCNC4",0.00298174567488284
"PLXNC1",0.00298174567488284
"ATL3",0.0029840937137164
"chrX:101933634-101933741",0.00298422145136377
"RSU1",0.00300729181564254
"ST3GAL3",0.00301038101791384
"RBM27",0.00301534237807815
"DPP7",0.00301689003089016
"DUSP1",0.00304884550579951
"FOXO3B",0.00304884550579951
"SNORA60",0.00304884550579951
"control",0.00305878223863991
"LINC00238",0.00309095676578317
"QPCT",0.00310510198689157
"ANKRD44",0.00310591645861138
"PRKAR2A",0.00310591645861138
"RAB30",0.00310591645861138
"KCNQ3",0.00310959091498759
"LGALS8",0.00311530884426116
"NPL",0.00311530884426116
"PP12719",0.00311686655392685
"chr1:96912453-96914166",0.00311853190189142
"RNPEPL1",0.00312394320462268
"RC3H2",0.00312394320462268
"ERP44",0.00312394320462268
"LAMA4",0.00312580814878129
"FAM84A",0.00318938458843457
"IMMP2L",0.00320275313451388
"PLPP1",0.0032034137460719
"ADAM32",0.00321649604100562
"MAML2",0.00321985143122389
"chr3:44112606-44112675",0.00322278350670753
"TMEM9B",0.00322864038042307
"chr1:147806766-147806891",0.00322864038042307
"USP32P2",0.00322864038042307
"ANAPC11",0.00323909338687194
"LOC100996724",0.00325911279692493
"TRIM44",0.00325911279692493
"FAM111B",0.00325911279692493
"SPRED2",0.00325911279692493
"TRIB1",0.00326536894473757
"DISP1",0.00327312426158385
"TMED5",0.0032864597461899
"IFI44",0.00328885385621762
"SNORD114-3",0.00330093608295295
"PHIP",0.0033120013279427
"OGT",0.00333000646090277
"SLC7A8",0.00335129884751617
"PLEKHM2",0.00335129884751617
"C8orf4",0.0033567671644142
"WT1-AS",0.00336062874996609
"COL4A3BP",0.00336728289395342
"control",0.00341320757834859
"SEPN1",0.00341471499767158
"TJP2",0.00342851704308216
"SEMA4B",0.00344675039943644
"OCLM",0.00345220608048859
"CFAP20",0.00345220608048859
"ZNF436-AS1",0.00345220608048859
"RSBN1",0.00346601426063155
"MALT1",0.00346786853571408
"FOXN2",0.00347415235967926
"chr16:85815330-85815505",0.00348635377856767
"KIAA1549L",0.00348839222199285
"POU6F2",0.00348839222199285
"PLPP4",0.00349851702752704
"SEPT9",0.00354781712135877
"PLCB1",0.00356843020459206
"WNK1",0.00357183587533149
"chr15:85481647-85481753",0.00358108308123743
"PUF60",0.0035854328103715
"CCNDBP1",0.0035854328103715
"HS3ST3A1",0.00359638447137154
"MYL12B",0.00359814468050137
"control",0.00359827852895497
"ZNF841",0.00359827852895497
"SALL1",0.00360293347956541
"SALL4",0.0036528815730791
"L3HYPDH",0.00365536087119192
"PDPK1",0.00367333359903462
"control",0.00368691740834594
"chr12:26526584-26526666",0.00372068088625408
"chr2:140979057-140979125",0.00377860870418392
"CD81",0.00379556018787925
"UBE2O",0.00381602963348803
"chr17:64634389-64634488",0.00385350020116095
"chr2:11701320-11701480",0.00385350020116095
"LOC100130876",0.00385350020116095
"KIAA0101",0.00385350020116095
"EPHA7",0.00385350020116095
"chr1:108047771-108048269",0.00391541493215368
"AMOTL2",0.00391541493215368
"ENPP4",0.00391541493215368
"chr16:30712678-30712755",0.00394204639472615
"chrX:111933146-111933748",0.00394359278354798
"control",0.00397935988396591
"BOD1L1",0.00398325223512661
"PTN",0.00398926129653083
"control",0.00399797177331439
"PON2",0.00400997662516822
"DPY19L1",0.00402566099193308
"ATXN7L3",0.00402597897051341
"ZBED9",0.00402597897051341
"RNF145",0.00402813711591438
"CPE",0.00404726478647938
"ZFP36L2",0.00404726478647938
"LOC101927181",0.00406632187151604
"SOX9",0.004071684595983
"POTEB3",0.004071684595983
"FAM198B",0.00408297197995867
"CHD3",0.00411741215443282
"CDC7",0.0041509572232418
"KRTAP5-AS1",0.0041634975561125
"RHOC",0.0041634975561125
"CSNK1G2",0.00417019419992897
"NEK11",0.00417584527027627
"chr5:77610744-77610849",0.00419054894336105
"chr3:75673839-75674304",0.00419501834013242
"chr18:29249263-29249345",0.00420093367636767
"STK32A",0.00420093367636767
"MKRN1",0.00423529981276992
"DEPTOR",0.00429066173392906
"EGF",0.00430572467129976
"CLN8",0.00431233883405224
"SNORA70E",0.00432641996444525
"CHRND",0.00433600457028094
"COL12A1",0.00434795329544902
"SLC41A2",0.00435476907910981
"chr15:47564794-47565109",0.00435476907910981
"chr12:26725632-26725699",0.0043734225137502
"FBXO32",0.00438330200746984
"GYG1",0.00441145642860985
"KCTD10",0.00442755965064721
"KIAA1324",0.00444025374519662
"control",0.00445090004054049
"ATG13",0.00445090004054049
"KRT8",0.00445090004054049
"GJA1",0.00445801673247605
"LHFP",0.00446877861836144
"MSRB1",0.00447230504536147
"control",0.0044723567416908
"DSCC1",0.00452206295617101
"KLF3",0.00452206295617101
"TUBG2",0.00452838906569315
"FAM212B",0.00456336354754776
"GLI2",0.0045774762186464
"MAP3K15",0.00461180156603005
"PHKG1",0.00462082120761918
"TFE3",0.00463566888219646
"RHOBTB2",0.00465836237298338
"EMP3",0.00465836237298338
"NCAM1",0.00466010705776719
"control",0.00466010705776719
"ACO2",0.00466010705776719
"CFB",0.00466010705776719
"PHC2",0.00467074316091326
"NME4",0.00467297309074512
"PTPN3",0.00467600085733905
"chr1:171793763-171794101",0.00469852772935403
"IFT172",0.00469852772935403
"chr6:156869046-156869120",0.00470358201745243
"OR7E37P",0.00471564951152574
"CRADD",0.00471647099700811
"PEX5L",0.00471647099700811
"MEGF10",0.00471711528640566
"HOXB6",0.00473519791309404
"chr8:91608192-91608387",0.00473519791309404
"ARHGAP5-AS1",0.00473519791309404
"RNASEH2B",0.00477555883491835
"DOCK7",0.00479414278560609
"MAEA",0.00482753096838676
"P3H2",0.00484973398524781
"control",0.00484973398524781
"control",0.00484973398524781
"LOC102725104",0.00485515353751152
"ECHS1",0.00485515353751152
"PGM2L1",0.00485515353751152
"CACNG7",0.00485931236621054
"HIST2H2AA4",0.0048718494909404
"HIST2H2AA4",0.0048718494909404
"FAM84B",0.0049048374111706
"CNOT1",0.00494724658961893
"SIK2",0.00494724658961893
"LOC389834",0.00494724658961893
"SHC3",0.00495181337120112
"PITRM1",0.00497033348820294
"CSRNP3",0.00497033348820294
"control",0.00497033348820294
"GPR137C",0.00497208450633302
"SCN1A",0.00498873404769389
"RWDD1",0.00499054969215511
"SUPT6H",0.00499054969215511
"LOC644172",0.00499054969215511
"ZNF568",0.00501447872028276
"control",0.00502895864732373
"UTP6",0.00505050298218583
"DUSP4",0.00505654669782057
"LRFN4",0.00505654669782057
"chr4:71677963-71678061",0.00505654669782057
"TMEM106C",0.00507330871103928
"FLJ41170",0.00507330871103928
"ATP1A2",0.00507330871103928
"LSG1",0.00507527168171964
"HOXB8",0.00508433412764433
"FNIP1",0.00510503514433328
"SYT17",0.00511319545247601
"LRWD1",0.00513097103176843
"MOB1A",0.00514186654050611
"IFIT3",0.00514220162834924
"GBF1",0.00514220162834924
"BSG",0.00514220162834924
"PLEKHH1",0.00514220162834924
"CPEB4",0.00514926729519587
"SIRPA",0.00515796568055049
"ITGB4",0.00518780018909608
"DAPK1",0.00518992172215434
"CMTM3",0.00520577853221296
"PLEKHA6",0.00520663720334004
"ARID5B",0.00520663720334004
"chr1:26573245-26573329",0.00520663720334004
"LOC102725104",0.00521431401283816
"ATP11C",0.00521431401283816
"ANAPC11",0.00521719313164427
"ASGR1",0.00522023874636177
"MMP15",0.00525990099406408
"ZGRF1",0.00526978261471491
"GPRC5C",0.00526978261471491
"LPAR6",0.00526978261471491
"GCDH",0.00526978261471491
"TEX30",0.00528599279253727
"ICA1",0.00531775292426747
"chr1:566062-566129",0.00532565050228043
"MERTK",0.00532565050228043
"MTDH",0.00532565050228043
"chr19:15014504-15014985",0.00534982160385276
"MAB21L1",0.00535219266112417
"ROBO3",0.00535219266112417
"GAREM2",0.00536622018666514
"PLCH1",0.00538219902735328
"NQO1",0.00538903702085595
"AVIL",0.00538903702085595
"DOCK5",0.00539556077211235
"SHISA4",0.00543860850665915
"SEMA5B",0.00544054418644487
"chr2:133164328-133164431",0.00544108664444686
"PHYHIPL",0.00546828021241806
"CFB",0.00547654875843806
"MIR154",0.00551388603541698
"DNAJC22",0.00555456801523648
"EIF2AK1",0.00555456801523648
"CAT",0.00555456801523648
"MYBL2",0.00555456801523648
"CENPO",0.00555456801523648
"MT1X",0.00555456801523648
"PAPSS1",0.00555456801523648
"CNN1",0.0055598514522446
"control",0.00560070243008831
"TTC39C",0.00561580726472373
"TNAP",0.00563131694082891
"SLC9A3R1",0.00564765685770299
"RAB20",0.00565232519491446
"EIF2A",0.00565692414388089
"PDIA4",0.00565692414388089
"PRSS23",0.00567562938054384
"HSD3B7",0.0056860974320912
"chr7:2590506-2590593",0.0056860974320912
"WASL",0.0056860974320912
"PEF1",0.0056860974320912
"MUS81",0.0056860974320912
"CCNE2",0.00571007538901763
"CACNB3",0.00571007538901763
"SNORA4",0.00573012908977484
"SEMA3A",0.00575560928104897
"HOXB9",0.00576698310322687
"FAM117B",0.00576698310322687
"OR7E37P",0.00576917280044797
"SLFN5",0.00576917280044797
"GOLGB1",0.00576917280044797
"control",0.00579379908578999
"chr11:129984098-129984230",0.00579863805851241
"chr5:16941952-16942060",0.00581727134412271
"PI4K2B",0.00582205737528
"PINX1",0.00582205737528
"CABP7",0.00582205737528
"HFM1",0.00582617661638634
"INPPL1",0.00584807614058442
"RASA3",0.00585800775790642
"FAM200B",0.00585932568594107
"PDPK1",0.00587262066200576
"SOCS2",0.00596974547902192
"chr8:12541778-12544523",0.00596974547902192
"chr17:41550953-41551058",0.00599539280810087
"TENM2",0.00600024081297772
"LRAT",0.00603290942698497
"chr17:46274041-46274148",0.00606057770283393
"NSUN7",0.00607503651914515
"KLHL4",0.00607503651914515
"control",0.00607503651914515
"IFNAR1",0.0061021109128208
"ZNF124",0.00613514930409852
"ZCCHC12",0.00615305217067974
"PCBP2",0.00615305217067974
"chr16:3417647-3417717",0.00615911034280223
"COCH",0.00616547902167815
"TCF7L1",0.00617787217611962
"FAM57A",0.00617787217611962
"PLD3",0.00622777768092405
"TAS2R5",0.00622777768092405
"PLEKHA8",0.00623796262755635
"SLC25A12",0.00625557646259742
"ZNF667-AS1",0.00626462780561119
"OXR1",0.00629984348482919
"control",0.00634125959663323
"SLCO1A2",0.00634125959663323
"RAI2",0.00635069732400266
"TMEM205",0.00635754804580531
"chr1:16695645-16696025",0.00636564251583635
"PPP2R2B",0.00644024262160823
"GNG2",0.00645538506397296
"DCUN1D2",0.00647053220764619
"MIR26A2",0.00648311329829935
"SNX5",0.00648425994356704
"MPP1",0.00649111217785578
"SNORD52",0.00654419170124164
"LPCAT2",0.00654419170124164
"ZNF518B",0.00654559583416247
"NOL4",0.00658882043827713
"DUSP5P1",0.00658882043827713
"N4BP2",0.00658882043827713
"chr16:20834764-20834856",0.00658882043827713
"MKL2",0.00661070229781635
"MYZAP",0.00662115930568452
"DOK5",0.00662815024446781
"LRRC49",0.00665806104331937
"HIST1H3J",0.00666755722218629
"CALCRL",0.00666755722218629
"LOC107987020",0.00666755722218629
"CASD1",0.00667154553944536
"control",0.00670122969526046
"TIMP4",0.00670122969526046
"CYTH1",0.00670122969526046
"RPSAP36",0.00671562116445957
"SNORA49",0.00671562116445957
"GNG5",0.00672762985630006
"ABCA8",0.00675136730397914
"AK125787",0.00675136730397914
"AK125787",0.00675136730397914
"AK125787",0.00675136730397914
"chr10:116449902-116450401",0.00675136730397914
"EEF1A1",0.00675285366431845
"MNS1",0.00675285366431845
"chr12:107768527-107768606",0.00676225121443974
"NR4A2",0.00676922374602744
"TRPC5",0.00677119939763284
"CD59",0.00677288694459931
"FLNA",0.00677288694459931
"TANC1",0.00678974467531931
"PLLP",0.00682639397512716
"KIAA1456",0.00682639397512716
"control",0.00683172207072315
"chr7:141504768-141504839",0.00683172207072315
"ORAI2",0.00683172207072315
"YAP1",0.00684983233499153
"HLA-DPA1",0.00685527867604164
"HLA-DPA1",0.00685527867604164
"TOMM20",0.00693846429355048
"PDE8A",0.00693846429355048
"AF159055",0.00694939983507652
"TC2N",0.00696034481603227
"ARHGAP22",0.00701624823888865
"HMGB3P1",0.00701624823888865
"TSC22D1",0.00703151409215706
"RPL7A",0.00703608422867771
"chr1:228788183-228788307",0.00703608422867771
"HOXA3",0.00703608422867771
"chr3:190359952-190360277",0.00703608422867771
"TNKS2",0.00705086623131436
"MIS18A",0.00705332730068998
"TMTC1",0.00708432136209757
"TGFB2",0.00709810120040869
"MRPL27",0.00711418072968623
"ARMCX5-GPRASP2",0.00717461011010247
"CBWD6",0.00719489327424738
"RHPN2",0.00720455794461596
"BZW2",0.00720455794461596
"LINGO2",0.0072391463075255
"LRRTM4",0.0072391463075255
"MAPK8",0.00725203643064507
"LOC644172",0.00725203643064507
"PTBP3",0.00725203643064507
"OXSR1",0.00725695552473141
"NEFL",0.00725695552473141
"FAM35A",0.0073551903377569
"chr2:148634991-148635083",0.0073551903377569
"PLEKHM3",0.00738439831595811
"AVL9",0.00744493255742255
"ATCAY",0.00747487184232055
"SOBP",0.00749147053769788
"METTL7B",0.00749317152412848
"RPL5",0.00751258844349058
"CMBL",0.00751258844349058
"MIR412",0.00752524217305783
"GRIK4",0.00754345438785053
"chr6:86444925-86445786",0.00756364991516114
"ADAM23",0.00756364991516114
"AMOTL1",0.00756658205777017
"control",0.00757278012543999
"UBE2K",0.00760206547367068
"ZFYVE21",0.00760206547367068
"C10orf12",0.00760206547367068
"HIST1H2AB",0.00761735359292996
"SCGN",0.00761892954457026
"CA13",0.00764468736365323
"PPP3CB",0.00765261123326387
"ST3GAL5",0.00766226262418152
"FER1L4",0.00766505458199832
"JAKMIP3",0.00766756114769195
"MIR410",0.00768570353227928
"CERS1",0.00770370265535445
"SMAD2",0.00772851143766921
"control",0.00772851143766921
"LOC102724562",0.00775159894489395
"SLC10A5",0.00778511238868914
"RORA",0.00780433730854902
"UNC80",0.00781110477396713
"TTC39C",0.00781110477396713
"chr20:48411348-48411448",0.00786811728561202
"chr1:118806995-118807112",0.00791263097549231
"RBL1",0.00791263097549231
"GREB1",0.00795621208649282
"AKAP7",0.00798031426097291
"BCAN",0.00798031426097291
"GINS2",0.00798031426097291
"CCDC91",0.00798031426097291
"NDST3",0.00801345270269785
"BIVM-ERCC5",0.0080135015095094
"PLGLA",0.00803228280555189
"PLGLA",0.00803228280555189
"chr15:102298354-102298992",0.00803431606801312
"chr15:102301232-102301869",0.00803431606801312
"PIR-FIGF",0.00804161635902612
"REPS2",0.00804508602738871
"CACNA2D2",0.00805844303179239
"IRX2",0.00805844303179239
"TMF1",0.00808961756548415
"SPTAN1",0.00809617302275705
"ALAD",0.00809702910034688
"CFLAR",0.00810702746070852
"SAP30BP",0.00810702746070852
"PIEZO2",0.00810702746070852
"chr16:15244554-15244651",0.00810702746070852
"chr16:18491794-18491891",0.00810702746070852
"chr16:15009316-15009413",0.00810702746070852
"chr16:16407971-16408068",0.00810702746070852
"NHSL1",0.00811122740149056
"LRRC14B",0.00811541820602511
"chr10:92682488-92682597",0.00815279155611111
"ID4",0.00815279155611111
"RPRM",0.00816997981688495
"RPS3A",0.00816997981688495
"CDC6",0.00817009889886041
"PLEKHA5",0.00817125185271669
"DYNC1LI2",0.00818294950710401
"chr3:139302970-139303287",0.00818294950710401
"KIF1A",0.00822941297399875
"ZNF823",0.00824455753749523
"CELSR2",0.00829112469581353
"RNASEH2A",0.00831473754728494
"NEDD4L",0.00831717499477114
"FBXL4",0.00835795491868756
"SORCS3",0.00835795491868756
"HLA-DRA",0.00840422016216093
"LRP1B",0.00842744865295068
"PPM1L",0.00843227756311776
"ADK",0.00844092738700503
"CST9L",0.00845122113320416
"HSD17B3",0.00845717201456768
"CYB5R3",0.00846274888342616
"PANK1",0.00846274888342616
"ABHD14A",0.00846930494335234
"control",0.00849665315661778
"RPSAP36",0.00850741710336092
"CSNK1G3",0.00852533128225214
"PSENEN",0.00855230098435578
"LINC00893",0.00855948120308391
"HDAC2",0.00855948120308391
"SRPK1",0.00856540233413278
"STAT2",0.00858087225362984
"control",0.00859619804714808
"GPR137B",0.00861176236677149
"CDH4",0.00862450729097246
"ARNTL2",0.00863874246644345
"ZC3HAV1L",0.00868224043731454
"OR7E37P",0.0086838594876495
"EAF2",0.00874339548177893
"TMEM221",0.0087556639209591
"MRPL40",0.0087556639209591
"NR2F1",0.0087556639209591
"chr3:165877728-165877796",0.00878990420042787
"control",0.00879425535075734
"INF2",0.00879425535075734
"TTC6",0.00880716633885891
"NOTCH2",0.00880716633885891
"RBFOX2",0.00880988046213427
"chr5:99382083-99382151",0.00880988046213427
"chr7:151161737-151162023",0.00881313667461848
"KDM5B",0.00883175552823694
"ZKSCAN1",0.00884823783660514
"CYLD",0.00887088595533669
"RXRA",0.00887088595533669
"MAP3K13",0.00887088595533669
"CALR",0.008879744874081
"chr15:102296959-102297183",0.00888133413958478
"chr15:102303610-102303834",0.00888133413958478
"control",0.00888133413958478
"chr16:50903366-50903486",0.00889920374818484
"RPS3A",0.00890514642186662
"MIR136",0.00893909569217499
"control",0.00894359217188009
"DERA",0.00896105457757009
"VAT1",0.00898752769771883
"chr5:134259744-134259812",0.00901131896817399
"LPAR1",0.0090466162967052
"MYH2",0.00905913854041063
"SLC6A15",0.00910490336266436
"NCBP3",0.00911441277025587
"MSANTD4",0.00911441277025587
"TMED4",0.00912070119088623
"TCEAL7",0.00914204563650599
"control",0.00914692776437105
"DECR1",0.00914902620176618
"ABHD4",0.00915811421339179
"CNDP2",0.0091925958281349
"control",0.00929988565581747
"CARM1",0.00931201207435962
"KHDRBS1",0.00936832111449067
"SKA3",0.00936832111449067
"GNG3",0.00936832111449067
"CHAF1A",0.00936832111449067
"TK2",0.00943233881798235
"LOC441601",0.00945575465804854
"MIR487A",0.00953323650576648
"USP7",0.00953323650576648
"ZNF583",0.00954340980562638
"DNM1P46",0.00955665522619019
"HOGA1",0.00956169974971606
"ASXL2",0.00956917037694692
"SFT2D1",0.00958101318994909
"C10orf131",0.009588789852481
"NEDD9",0.009588789852481
"control",0.00960460365274947
"SLC36A4",0.00961021457609223
"TUB",0.00961475722858567
"RGPD2",0.00961730750633437
"RGPD2",0.00961730750633437
"HIST1H2AH",0.00963550283094431
"THRA",0.00964163052159285
"MIR494",0.00967456233991856
"LINC01366",0.00967456233991856
"RNF152",0.0097254726471831
"PUS7L",0.0097254726471831
"LSM10",0.00976489943322184
"chr11:19612703-19612838",0.00977232283446495
"TRPC4",0.00978848111202804
"control",0.00980008822687625
"TMTC3",0.0098461815585694
"PIK3IP1",0.00984703202357534
"RIOK3",0.00985016089397169
"TMEM117",0.00987385588810026
"ZNF654",0.00987385588810026
"control",0.00991337186526416
"ATP7A",0.00994157887508667
"EPHX4",0.00995681214219105
"GABBR2",0.00996119030128501
"chr6:150485720-150485822",0.00996119030128501
"IL17RB",0.00996119030128501
"chr11:63650059-63650157",0.00998653734939948
"PCDHB2",0.0099909674143773
"DNHD1",0.00999323944881708
"chr1:118231242-118231364",0.00999549054350918
"HIST1H2BK",0.00999613355830224
"MOXD1",0.0100019111363031
"MRC2",0.0100286183340516
"HMCN2",0.0100308697105577
"control",0.0100424023692448
"NACA",0.0100618727035543
"RPL4",0.0100878133838016
"ARCN1",0.0101246619288158
"control",0.0101246619288158
"HLA-DPA1",0.0101421356142962
"FAM47E-STBD1",0.0101860783144561
"chr4:168584136-168584272",0.0101992028836732
"ZNF33A",0.0102024923699977
"FARP1",0.0102747707721098
"RPL7",0.0103496128408744
"VEZT",0.0103588010357817
"FANCL",0.0103619165562324
"CDYL",0.0103619165562324
"RACK1",0.010361946574632
"POLE2",0.0103872858329694
"chr18:2649760-2649866",0.0103938796404707
